kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
FIELD	butterknife.compiler.ButterKnifeProcessor	null	trees	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ann-post/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	METHOD_NO_INIT	nullable	butterknife.compiler.ButterKnifeProcessor	null
FIELD	butterknife.compiler.FieldDrawableBinding	null	id	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ann-post/src/src/main/java/butterknife/compiler/FieldDrawableBinding.java	ASSIGN_FIELD_NULLABLE	nullable	butterknife.compiler.FieldDrawableBinding	FieldDrawableBinding(butterknife.compiler.Id,java.lang.String,butterknife.compiler.Id,boolean)
